original_index,match_result,score_reasons,score,distance_m,expected_type,textQuery,api_name,original_detail,api_types,api_formattedAddress,api_location,api_rating,api_userRatingCount,api_placeId,api_URI
4523,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.0,tourist_attraction,แดนมหามงคล ไทรโยค กาญจนบุรี ประเทศไทย,Daen Maha Mongkol Meditation Centre,สถานปฏิบัติธรรม,"health, point_of_interest, establishment","Unnamed Road,, 5435+F95 ตำบล ลุ่มสุ่ม อำเภอไทรโยค กาญจนบุรี 71150","{'latitude': 14.153629299999999, 'longitude': 99.1084747}",4.8,55.0,ChIJubbX4nN-5DAR96qQ-Va_me0,https://maps.google.com/?cid=17120925838700751607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4524,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.92 (+4), district_match (+2)",8,1109.73,tourist_attraction,ศูนย์วิจัย และพัฒนาการเกษตรตาก  เมืองตาก ตาก ประเทศไทย,ศูนย์วิจัยและพัฒนาการเกษตรตาก,ศูนย์วิจัย และพัฒนาการเกษตรตาก อยู่บนเทือกเขาถนนธงชัย สูงจากระดับน้ำทะเล900 เมตร เป็นสถานที่ทดลองวิจัยเมล็ดพันธุ์ ชา กาแฟอาราบิกา ผลไม้ ผักต่าง ๆ และดอกไม้เมืองหนาว ในเดือนพฤศจิกายน ธันวาคม ดอกบัวตองบนเทือกเขา บริเวณที่ตั้งสถานีฯ จะออกดอกบานสะพรั่งสวยงามมาก ศูนย์ฯ มีบ้านพักรับรอง จำนวน8 หลัง มีเต็นท์ให้เช่า และสถานที่กางเต็นท์ ติดต่อสอบถามข้อมูล โทร. 055 08987,"point_of_interest, establishment",QW2P+FFR ตำบล ด่านแม่ละเมา อำเภอเมืองตาก ตาก 63110,"{'latitude': 16.751751, 'longitude': 98.93574000000001}",4.8,11.0,ChIJCVjw5_TD3TARbDTdJ8TYDR0,https://maps.google.com/?cid=2093567738791146604&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4525,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,2.98,tourist_attraction,สถานีทดลองหม่อนไหม วังเจ้า ตาก ประเทศไทย,ศูนย์หม่อนไหมเฉลิมพระเกียรติฯ ตาก,ศูนย์หม่อนไหมเฉลิมพระเกียรติฯ ตาก ตำบลเชียงทอง อำเภอวังเจ้า จังหวัดตาก อยู่บนทางหลวงหมายเลข 1 สายตาก กำแพงเพชร หลักกิโลเมตรที่ 396 ห่างจากตัวเมือง 30 กิโลเมตร มีการปลูกหม่อนเลี้ยงไหมเป็นจำนวนมาก และจำหน่าย ผลิตภัณฑ์จากต้นหม่อน เช่น รังไหม ชาใบหม่อน (ชาเขียว ชาจีน) และน้ำผลไม้จากลูกหม่อน เปิดเฉพาะวัน เวลาราชการ โทร. 055896634 5,"government_office, point_of_interest, establishment",P69J+W9R ตำบลประดาง อำเภอวังเจ้า ตาก 63000,"{'latitude': 16.7198654, 'longitude': 99.2308944}",4.0,3.0,ChIJb0UaVyZ13jARdZ81WqYCbzM,https://maps.google.com/?cid=3706183931850497909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4549,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<10km (+1), name_sim>0.92 (+4), district_match (+2)",7,9010.76,park,ภูเก็ตไซม่อน คาบาเรต์ กะทู้ ภูเก็ต ประเทศไทย,ภูเก็ตไซมอนคาบาเร่ต์,"ชมการแสดงคาบาเรต์ที่ได้รับความนิยมมากที่สุดแห่งหนึ่งในจังหวัดภูเก็ต กับการแสดงที่สวยงามอ้อนซ้อยของเหล่าสมมุตินารี มีโชว์หลากหลาย อาทิ เช่น Back Stage Comedy, Lobby Theater Outside Show, Song Amazing Thailand Song","tourist_attraction, night_club, point_of_interest, establishment",8 ถนน สิริราชย์ ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต 83150,"{'latitude': 7.8788528, 'longitude': 98.29213}",4.0,2631.0,ChIJb9y-kLQ6UDARU_fKzGeXuUg,https://maps.google.com/?cid=5240386113495562067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4564,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,28.74,market,ตลาดพลอยแม่สอด แม่สอด ตาก ประเทศไทย,ร้านตลาดพลอยแม่สอด Maesodgemsmarket,ตลาดพลอยแม่สอด มีมานานพอสมควรเนื่องด้วยเป็นชายแดนที่ติดกับประเทศพม่า เช่นเดียวกับตลาดพลอยแม่สาย แต่ตลาดพลอยแม่สอดยังพอมีการค้ากันให้เห็นกันอยู่พอสมควร แต่เมื่อเทียบปริมาณพ่อค้าและคนเดินพลอยแล้วจะห่างจากตลาดพลอยที่จังหวัดจันทบุรีอยู่มาก และความต่างที่ชัดเจนของตลาดนี้คือ มีคนเดินพลอยเป็นชาวพม่า แต่คนเดินพลอยที่จันทบุรีเป็นคนไทยปนกันกับชาวแอฟฟริกัน,"jewelry_store, store, point_of_interest, establishment",86/4-5 ถนน ประสาทวิถี อาคาร แม่สอดเจมส์เซนเตอร์ ห้อง A1 86/4-5 maesodgemscenter room a1 prasatvitee ถนนศรีพานิช ตำบล แม่สอด อำเภอแม่สอด ตาก 63110,"{'latitude': 16.7151379, 'longitude': 98.5669862}",3.8,33.0,ChIJ35F550uf3TARRB0WuLlo64E,https://maps.google.com/?cid=9361691397286403396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4569,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<500m (+4), name_sim>0.75 (+2), district_match (+2)",8,353.05,tourist_attraction,ถนนคนเดินนครพนม   เมืองนครพนม นครพนม ประเทศไทย,จุดเริมต้นถนนคนเดินนครพนม,ถนนคนเดินที่นครพนม สถานที่ท่องเที่ยวที่น่าสนใจของจังหวัดนครพนม มีความอบอุ่น เรียบง่ายเหมือนกับเป็นสโมสรที่คนในชุมชนได้มาพบปะสังสรรค์กัน ถนนคนเดินนครพนมมีเสื้อผ้า ของแต่งตัว อาหาร และมีโซนให้ถ่ายรูปริมแม่น้ำโขง ชมวิวทิวทัศน์ริมแม่น้ำโขงในยามเย็น,"store, point_of_interest, establishment",414 1-3 ซอย ลูกเสือ ในเมือง อำเภอเมืองนครพนม นครพนม 48000,"{'latitude': 17.4052561, 'longitude': 104.7866169}",4.6,27.0,ChIJIWsmxXEJPDERNBUZ9XsGJHg,https://maps.google.com/?cid=8657051513175741748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4580,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,133.89,tourist_attraction,แหลมโตนด   เกาะลันตา กระบี่ ประเทศไทย,เส้นทางศึกษาธรรมชาติแหลมโตนด,  เป็นแหลมที่ยื่นออกมาอยู่ทางตอนใต้ของเกาะลันตาใหญ่ ซึ่งเป็นที่ตั้งของประภาคาร จากมุมนี้สามารถมองเห็นโค้งอ่าวกรวดและอ่าวหาดทรายขาวสะอาดมาบรรจบกัน และเป็นจุดชมพระอาทิตย์ตกและจุดถ่ายรูปที่สวยงาม ตอนปลายสุดของแหลมเป็นที่ตั้งของเกาะหม้อ ซึ่งเป็นจุดดำดูปะการังน้ำลึก    ,"hiking_area, park, sports_activity_location, point_of_interest, establishment","86/1หมู่.6เกาะลันตาใหญ่ .อ เกาะ, ตำบล เกาะลันตาใหญ่ อำเภอเกาะลันตา กระบี่ 81150","{'latitude': 7.470839700000001, 'longitude': 99.0977283}",4.3,57.0,ChIJqfvjupEPTjARM6cBppQs-7E,https://maps.google.com/?cid=12824893380819527475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4582,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.92 (+4), district_match (+2)",8,1536.7,market,ตลาดบกเวิ้งพระนคร ลาดกระบัง กรุงเทพมหานคร ประเทศไทย,ตลาดบก เวิ้งพระนคร, ตลาดบก เวิ้งพระนคร คือ ชุมชนค้าขายวันวาน เป็นตำนานแหล่งท่องเที่ยวสุดคลาสสิกก่อนขึ้นเรือบินที่สุวรรณภูมิ (Before your take off) ถือเป็นแหล่งช้อปปิ้งและแหล่งท่องเที่ยวสไตล์ย้อนอดีต ช่วงรัชกาลที่ 5 ในปี พ.ศ. 2413 2513 ตั้งอยู่ริมคลองประเวศน์บุรีรมย์ ติดถนนอ่อนนุช ลาดกระบัง โดยนับเป็นแหล่งท่องเที่ยวแห่งแรกที่รวมบรรยากาศตลาดบกฝั่งพระนครในอดีต มารวมกันอย่างต่อเนื่องและลงตัวที่สุด,"tourist_attraction, point_of_interest, establishment","1529 Lat Krabang Rd, แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10250","{'latitude': 13.7221286, 'longitude': 100.7641811}",4.0,3.0,ChIJh_IKBK1nHTERvYAKYlfQBK0,https://maps.google.com/?cid=12467318742193963197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4584,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,82.82,park,ถ้ำพุทธโคดม ศรีนครินทร์ พัทลุง ประเทศไทย,สำนักสงฆ์ถ้ำพุทธโคดม,ถ้ำพุทธโคดม คืออีกหนึ่งจุดหมายปลายทางด้านการท่องเที่ยวที่มีชื่อเสียงของหมู่ที่ 7 บ้านหนองเหรียง ตำบลบ้านนา อำเภอศรีนครินทร์ จังหวัดพัทลุง ซึ่งประกอบไปด้วยถ้ำน้อยใหญ่มากมายในบริเวณเดียวกัน ภายในถ้ำมีหินงอกหินย้อยเป็นเกร็ดแก้วแวววาวสวยงาม มีชั้นดินที่เกิดจากน้ำกัดเซาะไล่ระดับ น่าอัศจรรย์ มีความเป็นธรรมชาติ เป็นถ้ำโอ่โถงกว้างขวางเงียบสงัด อยู่บริเวณเทือกเขาบรรทัด เส้นทางสายพัทลุง ตรัง หรือถนนเขาพับผ้า ,"place_of_worship, point_of_interest, establishment","HV6M+6W8, ศรีนครินทร์(กิ่ง, Srinagarindra District, Phatthalung 93000","{'latitude': 7.5605411, 'longitude': 99.8848391}",4.3,38.0,ChIJN1yJhmuCTTARMN2NqED8q0U,https://maps.google.com/?cid=5020383564270525744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4588,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,0.0,tourist_attraction,แม่น้ำหลังสวน หลังสวน ชุมพร ประเทศไทย,สะพานรถไฟ แม่น้ำหลังสวน, ,"point_of_interest, establishment",X33J+779 คลอง หลังสวน ตำบลวังตะกอ อำเภอหลังสวน ชุมพร 86110,"{'latitude': 9.9531569, 'longitude': 99.080732}",4.1,20.0,ChIJ6-twFgt6VjARbSc_bMNcFFU,https://maps.google.com/?cid=6130626987162543981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4590,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,0.0,tourist_attraction,หาดลกกำ สวี ชุมพร ประเทศไทย,อ่าวลกกำ, ,"tourist_attraction, point_of_interest, establishment",ตำบล ด่านสวี อำเภอสวี ชุมพร,"{'latitude': 10.220224799999999, 'longitude': 99.2300807}",4.6,118.0,ChIJR0iDQCriVTAROx-PJIFaXsA,https://maps.google.com/?cid=13861616213803605819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4591,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<10km (+1), name_sim>0.92 (+4), district_match (+2)",7,5260.36,tourist_attraction,สวนวันเนอร์ รามัน ยะลา ประเทศไทย,สวนวันนอร์,เป็นสวนสาธารณะประจำตำบลโกตาบารู มีสัตว์ต่างๆ ไว้ให้ประชาชนเข้าชมฟรี เช่น กวาง นกกระจอกเทศ นกยูง นกเงือก นกแก้วมาคอร์ ม้าและมีสระเลี้ยงปลาขนาดใหญ่,"gym, sports_activity_location, health, point_of_interest, establishment","อาคารสำนักงานเทศบาลตำบลโกตาบารู, ตำบลโกตาบารู F954+53X ตำบล บาโงย อำเภอ รามัน ยะลา 95140","{'latitude': 6.457985700000001, 'longitude': 101.3552254}",4.0,3.0,ChIJle8_0k-dszERGt_ojoFeIUA,https://maps.google.com/?cid=4621078603200257818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4592,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.1,tourist_attraction,สวนสาธารณะบ้านร่ม เมืองยะลา ยะลา ประเทศไทย,หลาดบ้านร่ม,สวนสาธารณะบ้านร่ม แหล่งพักผ่อนหย่อนใจริมน้ำบ้านสะเตง สร้างความสดชื่นให้ประชาชนที่อาศัยอยู่บริเวณนั้นด้วยสีเขียวจากต้นไม้ที่ให้ความรู้สึกร่มรื่น และศาลาริมน้ำรูปทรงที่มีเอกลักษณ์ของพื้นที่สามจังหวัดชายแดนใต้ พร้อมเก้าอี้สำหรับนั่งพักผ่อนรับลมริมแม่น้ำที่พัดผ่านเย็นสบาย เป็นอีกหนึ่งสวนสาธารณะใจกลางเมืองของเทศบาลนครยะลา,"market, point_of_interest, establishment",90/2 ถนน สาย 15 สะเตง อำเภอเมืองยะลา ยะลา 95000,"{'latitude': 6.5373803, 'longitude': 101.26289919999999}",4.2,6.0,ChIJgyVL2ZZ1szERIKd9DnqGLTE,https://maps.google.com/?cid=3543636340597696288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4606,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,159.52,tourist_attraction,หาดเชียงราย เมืองเชียงราย เชียงราย ประเทศไทย,ร้านน้องกวาง หาดเชียงราย,เป็นสถานที่ท่องเที่ยวไม่ว่าจะเป็นชาวต่างชาติ หรือนักท่องเที่ยวชาวไทยนิยมมาเที่ยวกันมากพอสมควรโดยเฉพาะในช่วงเทศกาล เป็นจุดชมวิวและรับประทานอาหารและมีเรือนแพตั้งอยู่ริมฝั่งแม่น้ำกก ซึ่งแม่น้ำกกจะไหลผ่านเทือกเขาทำให้เกิดทิวทัศน์สวยงาม สามารถมองเห็นหินงอกที่เกิดจากถ้ำหินปูน บริเวณริมแม่น้ำกกจะมีร้านอาหารจำนวนมากให้บริการแก่นักท่องเที่ยว นอกจากนี้บริเวณหาดเชียงรายยังมีลานกีฬาและสวนสุขภาพไว้สำหรับออกกำลังกาย ,"restaurant, food, point_of_interest, establishment",Unnamed Road WQ8R+FH2 ตำบล รอบเวียง อำเภอเมืองเชียงราย เชียงราย 57000,"{'latitude': 19.9161467, 'longitude': 99.7914019}",5.0,1.0,ChIJsZC9m7wF1zARk3j4mTRYBPg,https://maps.google.com/?cid=17871506204257712275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4609,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.0,tourist_attraction,ศูนย์แสดงและสาธิตการทอผ้าพื้นเมืองบ้านนาตาโพ บ้านไร่ อุทัยธานี ประเทศไทย,กลุ่มทอผ้าบ้านนาตาโพ,ศูนย์แสดงและสาธิตการทอผ้าพื้นเมือง (กลุ่มทอผ้าไพจิตต์) ตั้งอยู่หลังวัดบ้านไร่ ติดกับโรงเรียนบ้านหน้าฝายบึงตาโพ เป็นกลุ่มทอผ้าฝ้ายย้อมสีธรรมชาติ รวมทั้งรับสอนด้วย ลายที่ทอเป็นลายโบราณ เช่น ลายขอหลวง ลายขอคำเดือน จำหน่ายผลิตภัณฑ์ ผ้าซิ่น ผ้าคลุมเตียง ผ้าคลุมโต๊ะ ผ้าตัดชุด หมอนขิด ในบริเวณนี้ยังมีพิพิธภัณฑ์ผ้าโบราณอายุกว่าร้อยปี,"shopping_mall, point_of_interest, establishment",29 ม.3 ตำบล บ้านบึง อำเภอบ้านไร่ อุทัยธานี 61140,"{'latitude': 15.0755507, 'longitude': 99.53206399999999}",4.8,4.0,ChIJiZ76BfpD4TARDbAXwTNvtPk,https://maps.google.com/?cid=17993128679325544461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4612,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,0.0,tourist_attraction,แหลมปะการัง ตะกั่วป่า พังงา ประเทศไทย,แหลมหัวกรังใหญ่,อยู่ระหว่างเส้นทางตะกั่วป่า เขาหลัก จากตัวเมืองตะกั่วป่าเลี้ยวขวา กิโลเมตรที่ ๗๘–๗๙  เข้าไปอีก ๕ กิโลเมตร เป็นหาดทรายที่มีซากปะการังเขากวางหักอยู่เต็มหาด  เล่นน้ำได้ บรรยากาศร่มรื่นด้วยแนวสน ช่วงเย็น ๆ เหมาะที่จะนั่งชมพระอาทิตย์ตก  และใกล้ ๆ แหลมปะการังยังมีที่พักสวย ๆ บรรยากาศดี ๆ ให้นักท่องเที่ยวได้เลือกพักผ่อนอีกด้วย,"natural_feature, establishment",แหลมหัวกรังใหญ่ ตำบลคึกคัก อำเภอตะกั่วป่า พังงา,"{'latitude': 8.7386111, 'longitude': 98.2211111}",4.6,23.0,ChIJ-TeLgALqUDARlMU8NmgfdWk,https://maps.google.com/?cid=7599014478704592276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4620,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,13.56,tourist_attraction,วิหารเขาเทวาพิทักษ์ราษฎร์ เมืองนครปฐม นครปฐม ประเทศไทย,ศาลเจ้าพ่อเสือ. วิหารเทวาพิทักษ์ราษฎร์, ,"place_of_worship, point_of_interest, establishment",R2MG+29F หนองปากโลง อำเภอเมืองนครปฐม นครปฐม 73000,"{'latitude': 13.8325655, 'longitude': 100.0259112}",4.4,19.0,ChIJCZd9sAPl4jARNP3BUTafD4Y,https://maps.google.com/?cid=9660114781381721396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4624,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<10km (+1), name_sim>0.92 (+4), district_match (+2)",7,7072.98,park,น้ำตกแม่กาษา แม่สอด ตาก ประเทศไทย,น้ำตกแม่กาษา,น้ำตกแม่กาษา อยู่ตำบลแม่กาษา เป็นน้ำตกขนาดเล็ก ด้านบนของน้ำตกเป็นหน้าผาสูง มีถ้ำ และธารน้ำกว้าง 5 เมตร ลักษณะเป็นน้ำตกเขาหินปูน การเดินทาง ใช้ทางหลวงหมายเลข 105 สายแม่สอด แม่ระมาด กิโลเมตรที่ 13 14 จะพบป้ายบ้านแม่กื๊ดสามท่า จากปากทางเข้าไป 4 กิโลเมตร จะพบทางแยกขวามือเข้าไปอีก 1.5 กิโลเมตร,"tourist_attraction, point_of_interest, establishment",VJ6J+G2R ตำบล แม่กาษา อำเภอแม่สอด ตาก 63110,"{'latitude': 16.861352999999998, 'longitude': 98.630031}",4.2,341.0,ChIJwRaSnuWk3TARvYJMiVRYdxE,https://maps.google.com/?cid=1258571740977332925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4625,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.92 (+4), district_match (+2)",8,4707.11,park,น้ำตกแม่ระเมิง ท่าสองยาง ตาก ประเทศไทย,น้ำตกแม่ระเมิง,น้ำตกแม่ระเมิงเป็นแหล่งท่องเที่ยวที่ได้รับความนิยมของจังหวัดตาก เป็นน้ำตกขนาดเล็ก 2 ชั้น มีความสูง 15 เมตร มีความสวยงามร่มรื่นด้วยต้นไม้น้อยใหญ่ ฉ่ำเย็นด้วยละออกน้ำกระจายทั่วบริเวณ ฟังสายน้ำสีขาวที่ไหลยาวลงสู่แอ่งน้ำเบื้องล่าง เหมาะสำหรับการพักผ่อนที่เงียบสงบโดยแท้ ,"tourist_attraction, point_of_interest, establishment","G3C5+93W, Unnamed Road, ตำบล แม่สอง อำเภอท่าสองยาง ตาก 63150","{'latitude': 17.520988, 'longitude': 98.0576922}",4.5,66.0,ChIJqUjoi0W_3DARGIV2TqQXzkk,https://maps.google.com/?cid=5318214204429600024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4627,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.92 (+4), district_match (+2)",8,4531.22,park,น้ำตกห้วยกระทิง แม่ระมาด ตาก ประเทศไทย,น้ำตกห้วยกระทิง, น้ำตกห้วยกระทิง ตั้งอยู่ในเขตพื้นที่ของอุทยานแห่งชาติขุนพะวอ อ.แม่ระมาด จ.ตาก เป็นน้ำตกที่มีความสวยงามอีกแห่งของอุทยาน น้ำตกมีขนาดไม่ใหญ่มาก สายน้ำที่ตกลงมาสาดกระเซ็น ต้นไม้โดยรอบขึ้นแซมเขียวขจีเต็มไปหมด สำหรับตัวน้ำตกนั้นมีความสูงประมาณ 40 เมตร อยู่ห่างจากที่ทำการอุทยานแห่งชาติ ประมาณ 7 กิโลเมตร การเดินทางด้วยรถยนต์และเดินเท้าอีก 600 เมตร มีน้ำมากตลอดทั้งปี ,"tourist_attraction, point_of_interest, establishment",Unnamed Road 2MRC+C4H ตำบล พระธาตุ อำเภอแม่ระมาด ตาก 63140,"{'latitude': 17.0410643, 'longitude': 98.6703513}",4.7,10.0,ChIJ8x6Ppxyz3TAR2d8p56RCFQo,https://maps.google.com/?cid=726560190910554073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4640,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.92 (+4), district_match (+2)",8,1461.4,tourist_attraction,เกาะพีพีดอน เมืองกระบี่ กระบี่ ประเทศไทย,เกาะพีพีดอน,ลักษณะของพีพีดอนจะเป็นเกาะขนาดเกือบ 10 ตร.กม. เป็นลักษณะของเกาะขนาดใหญ่และขนาดกลาง 2 เกาะ ติดกันและมีส่วนเวิ้งอ่าวที่โค้งเชื่อมเข้าหากันเป็นแนวยาวสวยงาม ซึ่งเวิ้งอ่าวทั้งสองที่โค้งเข้าหากันนั้น เรียกกันว่า อ่าวต้นไทร และ อ่าวโละดาลัม,"natural_feature, establishment",เกาะพีพีดอน ตำบล อ่าวนาง อำเภอเมืองกระบี่ กระบี่,"{'latitude': 7.746115799999999, 'longitude': 98.77841}",4.6,867.0,ChIJu5nMFeneUTARFNDk2N2gvnU,https://maps.google.com/?cid=8484395622699683860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4643,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), district_match (+2)",8,0.41,tourist_attraction,River Street Art Lampang เมืองลำปาง ลำปาง ประเทศไทย,Wang River Street Art,เป็นแหล่งท่องเที่ยวที่มีการวาดรูปภาพ 3 มิติบนกำแพงริมแม่น้ำวังตั้งแต่หลังจวนผู้ว่าจนถึงถนนคนเดินกาดกองต้า,"point_of_interest, establishment","Unnamed Road, 7GV3+C4F ตำบล หัวเวียง อำเภอเมืองลำปาง ลำปาง 52100","{'latitude': 18.2935585, 'longitude': 99.5028021}",4.2,9.0,ChIJzUd9xXVt2TARln-MM3xC1qQ,https://maps.google.com/?cid=11877754168444485526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4644,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.0,tourist_attraction,เกาะวัวกันตัง เกาะสมุย สุราษฎร์ธานี ประเทศไทย,Ko Wua Kantang,เกาะวัวกันตัง เป็นที่นิยมของคนที่ชอบการดำน้ำตื้น พายเรือแคนู หรือ คายัค หรือแม้แต่การเที่ยวชมชายหาด โดยเกาะนั้นตั้งอยู่ บริเวณทางด้านเหนือของอุทยานแห่งชาติหมู่เกาะอ่างทอง โดยบริเวณนั้นมีลักษณะเป็นเกาะแก่งอยู่ติดกันเป็นแนวยาว เป็นจุดที่มีแนวปะการังและหาดทรายขาวสะอาด นอกจากนี้แล้ว กิจกรรมดำน้ำดู ปะการังเป็นที่นิยมอย่างมาก เนื่องจากปะการังบริเวณนี้จะมีความสวยงามมาก,"natural_feature, establishment",Ko Wua Kantang ตำบล อ่างทอง อำเภอเกาะสมุย สุราษฎร์ธานี 84140,"{'latitude': 9.6708333, 'longitude': 99.6775}",4.7,3.0,ChIJgTiuuYBOVDARQ3hVReqIgBk,https://maps.google.com/?cid=1837619187734116419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
4647,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.6 (+1), type_match:'museum' (+2)",8,112.1,museum,พิพิธภัณฑ์สถานแห่งชาติ พระพุทธชินราช เมืองพิษณุโลก พิษณุโลก ประเทศไทย,National Museum Buddha พิพิธภัณฑสถานแห่งชาติ พระพุทธชินราช, ,"museum, point_of_interest, establishment",วัดพระศรีมหาธาตุวรมหาวิหาร พุทธบูชา ตำบล ในเมือง เมือง พิษณุโลก 65000,"{'latitude': 16.8244485, 'longitude': 100.2622289}",4.7,2905.0,ChIJ148RpeGX3zARGS38T_Lxo4E,https://maps.google.com/?cid=9341576075122847001&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
