original_index,match_result,score_reasons,score,distance_m,expected_type,textQuery,api_name,original_detail,api_types,api_formattedAddress,api_location,api_rating,api_userRatingCount,api_placeId,api_URI
3645,ไม่ตรง,"distance>=10km (+0), name_sim>0.6 (+1), district_match (+2)",3,11220.61,tourist_attraction,พุน้ำร้อนน้ำแร่บ้านครู วิเชียรบุรี เพชรบูรณ์ ประเทศไทย,น้ำพุร้อนบ้านครู,ค้นพบเมื่อพ.ศ. 2549 เป็นน้ำพุร้อนที่ไหลพุ่งขึ้นมาตลอดเวลา บริการห้องอาบน้ำแร่ส่วนตัวจากน้ำพุร้อนธรรมชาติ ด้วยอุณหภูมิประมาณ 50 องศา มีห้องวีไอพีสำหรับครอบครัว มีมุมถ่ายรูปสวยๆ บริการนวดแผนไทย นวดฝ่าเท้า นวดประคบสมุนไพร อัตราค่าอาบน้ำแร่ 30 บาท/คน  โดยคณาจารย์จากสมาชิกสมาคมแพทย์แผนไทย บริการแหล่งเรียนรู้นักเรียนนักศึกษาและประชาชนทั่วไป,"tourist_attraction, public_bath, point_of_interest, establishment",52 ตำบล พุขาม อำเภอวิเชียรบุรี เพชรบูรณ์ 67180,"{'latitude': 15.561450700000002, 'longitude': 101.0493855}",4.4,333.0,ChIJkQ7rCWi0HzERqfI-WJp3cWE,https://maps.google.com/?cid=7021524798836503209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3649,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), type_match:'park' (+2)",2,36640.9,park,วนอุทยานปราสาทนางผมหอม ทุ่งยางแดง ปัตตานี ประเทศไทย,อุทยานแห่งชาติน้ำตกทรายขาว,มีน้ำตก ลักษณะไม่สูงนัก มีลำธารยาว 3 กิโลเมตร มีพรรณไม้ร่มรื่น และมีทิวทัศน์สวยงาม เหมาะที่จะใช้เป็นที่พักผ่อนหย่อนใจ,"national_park, park, point_of_interest, establishment","31/4 4072, ตำบล ทรายขาว อำเภอ โคกโพธิ์ ปัตตานี 94120","{'latitude': 6.6576226, 'longitude': 101.09655819999999}",4.3,677.0,ChIJGW8VEw0TszERIfMqiGjNHQI,https://maps.google.com/?cid=152503811245273889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3652,ไม่ตรง,"distance<10km (+1), name_sim>0.6 (+1), district_match (+2)",4,6024.56,tourist_attraction,สวนรุกชาติสกุโณทยาน วังทอง พิษณุโลก ประเทศไทย,สวนพฤกษศาสตร์สกุโณทยาน,เป็นน้ำตกขนาดเล็กในลำธารวังทอง อันมีต้นกำเนิดมาจากลำน้ำเข็ก บริเวณทั่วไปร่มรื่นด้วยพรรณไม้ต่าง ๆ มีป้ายชื่อต้นไม้กำกับไว้ ด้านทิศตะวันตกมีพลับพลาสร้างขึ้นเพื่อรับเสด็จพระบาทสมเด็จพระเจ้าอยู่หัว และสมเด็จพระนางเจ้าฯ พระบรมราชินีนาถ คราวเสด็จประพาสภาคเหนือ เมื่อวันที่ 28 กันยายน 2501 ด้านทิศตะวันออกมีศาลาริมน้ำ ใช้เป็นที่ประทับทอดพระเนตรทิวทัศน์สองฝั่งลำน้ำวังทอง ก่อนถึงตัวน้ำตก 500 เมตรมีป้ายบอกทางเลี้ยวขวาไปยังแก่งไทร ซึ่งเป็นแก่งหินคั่นกลางลำน้ำเป็นขั้นๆ เหมาะแก่การพักผ่อนหย่อนใจ ,"botanical_garden, tourist_attraction, park, point_of_interest, establishment",RGQJ+CMG ตำบล วังนกแอ่น อำเภอวังทอง พิษณุโลก 65130,"{'latitude': 16.8385632, 'longitude': 100.5317038}",4.4,46.0,ChIJMbMUaQeG3zARG1CqN3zDqug,https://maps.google.com/?cid=16765427501117362203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3658,ไม่ตรง,"distance>=10km (+0), name_sim>0.92 (+4)",4,44470.22,park,เขาน้อย เมืองสงขลา สงขลา ประเทศไทย,เขาน้อย,อยู่ใกล้กับแหลมสมิหลา มีถนนลาดยางขึ้นสู่ยอดเขาเพื่อสักการะอนุสาวรีย์กรมหลวงลพบุรีราเมศวร์ และชมทิวทัศน์ของเมืองสงขลา เชิงเขาน้อยเป็นสวนสาธารณะมีไม้ประดับตกแต่งเป็นรูปสัตว์ต่าง ๆ ไว้ให้ชมและเป็นที่พักผ่อน?,"administrative_area_level_4, political",เขาน้อย สงขลา 90150,"{'latitude': 6.9270917, 'longitude': 100.87619409999999}",,,ChIJS_fQ1CcnszERoX9PjToPd8I,https://maps.google.com/?cid=14012685509739904929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3664,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,2871.66,tourist_attraction,ศูนย์เครือข่าย OTOP เขวา เขวาสินรินทร์ สุรินทร์ ประเทศไทย,เขวา สเตชั่น,เป็นหมู่บ้านที่มีชื่อเสียงในการทอผ้าไหมพื้นเมืองที่เรียกว่า ผ้าโฮล และการผลิตลูกประคำเงิน ที่เป็นเอกลักษณ์ของหมู่บ้าน เรียกกันว่า ลูกปะเกือม นำมาทำเป็นเครื่องประดับของสุภาพสตรีที่สวยงาม เช่นสร้อยคอ สร้อยข้อมือ ตุ้มหู เข็มขัด มีเพียงแห่งเดียวในประเทศไทย มีการทำสืบทอดกันมาหลายร้อยปี โดยผู้นำมาเป็นชาวเขมร มีอพยพมาจากประเทศกัมพูชา มาอยู่ที่หมู่บ้านดังกล่าว มีร้านค้าจำหน่ายสินค้าในบริเวณหมู่บ้าน  ,"bus_stop, transit_station, point_of_interest, establishment",ตำบล เขวาสินรินทร์ อำเภอ เขวาสินรินทร์ สุรินทร์ 32000,"{'latitude': 15.004211399999999, 'longitude': 103.5697316}",,,ChIJ7a__p3NgFzERXM8ldjcTHIc,https://maps.google.com/?cid=9735677623394488156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3674,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,1208.29,tourist_attraction,ศาลมณฑลปราจีน เมืองฉะเชิงเทรา ฉะเชิงเทรา ประเทศไทย,ศาลจังหวัดฉะเชิงเทรา,ในอดีตเป็นที่ตั้งของศาลมณฑลปราจีน พระบาทสมเด็จพระเจ้าอยู่หัวอานันทมหิดลและพระบาทสมเด็จพระเจ้าอยู่หัวภูมิพลอดุยเดชมหาราช ขณะทรงเป็นสมเด็จพระเจ้าน้องยาเธอฯ ได้เสด็จประทับเป็นองค์ประธานคณะผู้พิพากษา เมื่อวันที่ 24 พฤษภาคม พ.ศ.2489  ปัจจุบันใช้เป็นอาคารพุทธสมาคมฉะเชิงเทรา กรมศิลปากรประกาศขึ้นทะเบียนเป็นโบราณสถานแห่งชาติ เมื่อวันที่ 18 ธันวาคม พ.ศ.2539  ถัดจากศาลมณฑลปราจีนบุรี เป็นตึกแถวเก่าบริเวณถนนพานิชซึ่งเป็นย่านร้านค้าที่อนุรักษ์สถาปัตยกรรมแบบเก่าไว้ และทางจังหวัดได้ปรับปรุงทาสีให้มีความสวยงามโดดเด่นยิ่งขึ้น,"courthouse, government_office, point_of_interest, establishment",M3P9+P57 ถ. สวนสมเด็จ ตำบล หน้าเมือง อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,"{'latitude': 13.6867828, 'longitude': 101.0679246}",3.5,40.0,ChIJH7NQ8-AVHTERmFK0wU6XNVM,https://maps.google.com/?cid=5995864843426747032&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3675,ไม่ตรง,"distance<500m (+4), name_sim<=0.6 (+0), district_match (+2)",6,414.34,tourist_attraction,ศูนย์การท่องเที่ยวหาดทรายดำ และป่าชายเลน แหลมงอบ ตราด ประเทศไทย,หาดทรายดำ,ป่าชาเลนแหลมมะขาม มีลักษณะทางนิเวศวิทยาที่สมบูรณ์มากและที่แปลกมีหาดทรายสีดำอยู่บริเวณดังกล่าวเป็นวงกว้างเหมาะสำหรับการท่องเที่ยวเชิงนิเวศ ศูนย์การท่องเที่ยวเชิงธรรมชาติหาดทรายดำและป่าชายเลน มีกิจกรรมเดินชมธรรมชาติป่าชายเลน ชมหาดทรายดำ ,"tourist_attraction, point_of_interest, establishment",ตำบล แหลมงอบ อำเภอ แหลมงอบ ตราด 23120,"{'latitude': 12.1726463, 'longitude': 102.406314}",4.3,977.0,ChIJ1SQ1p8VqBDERztIHhxD56rQ,https://maps.google.com/?cid=13036505920757551822&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3679,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,1031.94,place_of_worship,วัดป่าศรีมหาโพธิ์วิปัสสนา ชัยบาดาล ลพบุรี ประเทศไทย,วัตร,เป็นสถานที่วิปัสสนาของชาวไทยและชาวต่างประเทศเป็นวัดรักษาโรคของหลวงพ่อคง จตมโล ,"botanical_garden, park, point_of_interest, establishment",ป่าปอดของโลก ตำบล บัวชุม อำเภอชัยบาดาล ลพบุรี 15130,"{'latitude': 15.140198699999997, 'longitude': 101.2702527}",4.4,29.0,ChIJnW1xHTxeHjERMcOZ4mae7oo,https://maps.google.com/?cid=10011113186416771889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3682,ไม่ตรง,"distance<1km (+3), name_sim<=0.6 (+0), district_match (+2)",5,897.44,tourist_attraction,สวนสนุกเพลย์ไทม์ วัฒนา กรุงเทพมหานคร ประเทศไทย,Playtime, ,"amusement_center, point_of_interest, establishment",อาคารปาร์คเลน เอกมัย 18 ซ. สุขุมวิท 63 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,"{'latitude': 13.723011, 'longitude': 100.5842462}",4.2,93.0,ChIJEa5_tq-f4jAR15mA9jDMmMQ,https://maps.google.com/?cid=14166297138560014807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3683,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,1235.87,tourist_attraction,ฮาร์บิน ไอซ์ วันเดอร์แลนด์ บางนา กรุงเทพมหานคร ประเทศไทย,Harbin Ice Wonderland, ,"tourist_attraction, point_of_interest, establishment",MJ72+4PH ซอย สุขุมวิท 70/4 แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260,"{'latitude': 13.6628137, 'longitude': 100.60185729999999}",3.6,26.0,ChIJ_-L0geqf4jARY7U8tCINZEc,https://maps.google.com/?cid=5144251117067875683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3686,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,2978.16,tourist_attraction,ชุมชนประมงปากน้ำระยอง เมืองระยอง ระยอง ประเทศไทย,ชาวประมง ซีฟู้ด,ชุมชนประมงปากน้ำระยอง เป็นชุมชนที่ยังอนุรักษ์วิถีชีวิตแบบประมงพื้นบ้านได้เป็นอย่างดี ช่วงจากวัดปากน้ำถึงบริเวณปากน้ำมีชุมชนชาวประมงหนาแน่น มีท่าเรือเล็กใหญ่รอรับปลาสดจากเรือประมงลำใหญ่ ช่วงยามเย็นบริเวณปากน้ำระยองจะเห็นภาพของเรือประมงลำใหญ่ลำน้อยทยอยแล่นออกสู่ทะเลลึก สำหรับปากน้ำระยองยังเป็นแหล่งผลิตน้ำปลาและของแห้งที่ขึ้นชื่อบริเวณถนนอารีราษฎร์ จะผ่านชุมชนปากแม่น้ำระยอง ซึ่งเรียงรายไปด้วยโรงงานกะปิ น้ำปลา แต่ละยี่ห้อล้วนเก่าแก่คู่เมืองระยองมาทั้งสิ้น ด้านหน้าโรงงานจะนำน้ำปลาหรือกะปิตั้งขายปลีกให้แก่ผู้แวะเวียนมา รับรองว่าเป็นของแท้แน่นอนและมั่นใจได้ในคุณภาพ,"restaurant, food, point_of_interest, establishment",J9G3+W44 ตำบล ตะพง อำเภอเมืองระยอง ระยอง 21000,"{'latitude': 12.627272, 'longitude': 101.352792}",5.0,1.0,ChIJj8xUMAABAzEREOvhon7hvD8,https://maps.google.com/?cid=4592793654025906960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3695,ไม่ตรง,"distance>=10km (+0), name_sim>0.75 (+2), type_match:'park' (+2)",4,16178.09,park,จุดชมวิวทิวทัศน์เขาพังเหย ภักดีชุมพล ชัยภูมิ ประเทศไทย,จุดชมวิวเขาพังเหย,จุดชมทิวทัศน์เขาพังเหยเป็นที่แวะจอดพักรถยนต์และชมทิวทัศน์ข้างทาง มีร้านขายของท้องถิ่นของชาวชนบท จะเห็นทิวทัศน์ช่วงยามเย็นอาทิตย์อัสดง นอกจากนี้ยังมีเส้นทางเดินเท้าศึกษาธรรมชาติสำหรับนักท่องเที่ยวที่มีเวลาน้อยได้เดินชมทุ่งบัวสวรรค์ขนาดเล็ก ๆ และเดินศึกษาธรรมชาติเองอีกด้วย,"park, point_of_interest, establishment",ตำบล วังทอง อำเภอ เทพสถิต ชัยภูมิ 36230,"{'latitude': 15.828510199999998, 'longitude': 101.42771909999999}",4.4,400.0,ChIJjdQ-L2cLHzERmTvSAnCcgyY,https://maps.google.com/?cid=2775233800287959961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3696,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,3994.77,tourist_attraction,สถานีพัฒนาและส่งเสริมการอนุรักษ์สัตว์ป่าทรายขาว   สอยดาว จันทบุรี ประเทศไทย,ศูนย์ศึกษาธรรมชาติและสัตว์ป่าเขาสอยดาว,"   เป็นเขตรักษาพันธุ์สัตว์ป่าเขาสอยดาว เพื่อรักษาไว้ซึ่งสัตว์ป่า ป่าไม้ ตลอดจนทรัพยากรธรรมชาติอื่น ๆ ให้คงอยู่ตลอดไป กรมป่าไม้ โดยกองอนุรักษ์สัตว์ป่า ได้ทำการสำรวจพื้นที่ พบว่ามีความเหมาะสมที่จะเป็นสถานที่ศึกษาหาความรู้เกี่ยวกับธรรมชาติด้านป่าไม้และสัตว์ป่าแก่ประชาชนทั่วไป จึงได้จัดตั้งศูนย์ศึกษาธรรมชาติและสัตว์ป่าทรายขาว มีเนื้อที่ประมาณ ๕,๐๐๐ไร่ ปัจจุบันศูนย์ศึกษาธรรมชาติและสัตว์ป่าทรายขาว ได้เปลี่ยนชื่อเป็นสถานีพัฒนาและส่งเสริมการอนุรักษ์สัตว์ป่าทรายขาว ภายในสถานีฯ มีสัตว์ต่าง ๆ อาทิ กวาง เก้ง ลิงแสม ไก่ฟ้าพญาลอ ชะนีแก้มขาว หมีควาย กระทิง    การเดินทาง เดินทางตามเส้นทางจันทบุรี สระแก้ว ประมาณ ๖๕ กิโลเมตร ถึงบ้านประตงจะมีทางแยกเข้าสถานีพัฒนาและส่งเสริมการอนุรักษ์สัตว์ป่าทรายขาว และเขตรักษาพันธุ์สัตว์ป่าเขาสอยดาว ระยะทาง ๓.๕ กิโลเมตร ","point_of_interest, establishment",452Q+MWJ ตำบล ทรายขาว อำเภอ สอยดาว จันทบุรี 22180,"{'latitude': 13.1017212, 'longitude': 102.1897745}",4.7,6.0,ChIJDd86YxevBDERrvdAoXDZYBg,https://maps.google.com/?cid=1756642932439447470&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3697,ไม่ตรง,"distance>=10km (+0), name_sim>0.92 (+4)",4,13292.15,tourist_attraction,รอยพระพุทธบาทจำลอง คำเขื่อนแก้ว ยโสธร ประเทศไทย,รอยพระพุทธบาทจำลอง,สิ่งสำคัญและปูชนียสถานที่น่าสนใจมีดังนี้ พระพุทธรูปใหญ่ เป็นพระประธานในอุโบสถวัดสงเปือย มีขนาดหน้าตักกว้าง 3 เมตร สูง 8 เมตร เป็นพระพุทธรูปปั้นด้วยอิฐ ปูน มีอายุไม่น้อยกว่า 200 ปี,"place_of_worship, point_of_interest, establishment",H68F+PFP ตำบล หัวเมือง อำเภอ มหาชนะชัย ยโสธร 35130,"{'latitude': 15.566848700000001, 'longitude': 104.2236994}",4.5,25.0,ChIJnbhv8ruzFzERePvRzlJ0p3o,https://maps.google.com/?cid=8838160692743895928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3701,ไม่ตรง,"distance<200m (+5), name_sim>0.6 (+1)",6,0.0,park,อุทยานแห่งชาติแก่งเจ็ดแคว วังทอง พิษณุโลก ประเทศไทย,แก่งเจ็ดแคว,อุทยานแห่งชาติแก่งเจ็ดแคว ครอบคลุมพื้นที่ป่าเขาในเขต ๔ อำเภอของพิษณุโลก คือ วังทอง วัดโบสถ์ นครไทย และชาติตระการ เป็นแหล่งต้นน้ำหลายสายที่ไหลลงสู่ลำน้ำแควน้อย แหล่งท่องเที่ยวที่น่าสนใจในเขตอุทยานฯ คือ น้ำตกแก่งเจ็ดแคว อันเป็นที่รวมของธารน้ำสายย่อย ๆ จำนวน ๗ สาย เป็นลานหินกว้างประมาณ ๒๐๐ เมตร อยู่กลางลำน้ำแควน้อย มีสันดอนเป็นพื้นที่ป่าอยู่ตรงกลางทำให้ลำน้ำแควน้อยแยกออกเป็น ๗ สาย สันดอนกลางน้ำมีพื้นที่ประมาณ ๕๐ ไร่ สามารถจัดเป็นพื้นที่ตั้งแคมป์พักแรม มีน้ำไหลตลอดปี ปัจจุบันมีการสร้างเขื่อนแควน้อยบำรุงแดน ในพื้นที่อุทยานฯ จึงมีจุดชมวิวสันเขื่อนโดยรอบ นอกจากนี้นักท่องเที่ยวสามารถตั้งแคมป์พักแรมได้ภายในที่ทำการอุทยานฯ,"administrative_area_level_4, political",แก่งเจ็ดแคว อำเภอวัดโบสถ์ พิษณุโลก,"{'latitude': 17.126289800000002, 'longitude': 100.42841779999999}",,,ChIJMYzzS6Nw3zARhqaJiORvv2A,https://maps.google.com/?cid=6971413775526766214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3703,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2)",2,23658.51,park,น้ำตกโตนทอง เมืองระนอง ระนอง ประเทศไทย,น้ำตกรากลอย, ,"point_of_interest, establishment",MHRQ+6H2 ตำบล ราชกรูด อำเภอเมืองระนอง ระนอง 85000,"{'latitude': 9.6905077, 'longitude': 98.5889016}",4.1,16.0,ChIJ_zQCG-n7VjARv31tNHmEJak,https://maps.google.com/?cid=12188293622653615551&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3705,ไม่ตรง,"distance<1km (+3), name_sim<=0.6 (+0), district_match (+2)",5,983.82,tourist_attraction,บ่ออนุบาลเต่า กองทัพเรือ ภาค 3 ท้ายเหมือง พังงา ประเทศไทย,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือพังงา,กองทัพเรือได้ทำการเพาะเลี้ยงเต่าทะเลมาหลายสิบปีแล้ว เพื่ออนุรักษ์เต่าทะเลในประเทศไทย ที่นี่เป็นอีกแห่งหนึ่งที่มีการเพาะเลี้ยงเต่าทะเล บ่อเพาะเลี้ยงเต่าเป็นโรงเรือนริมทะเล มีบ่อขนาด 2?3 เมตร อยู่เกือบ 20 บ่อ โดยแบ่งเป็นบ่อเลี้ยงเต่าตนุ เต่ากระ และเต่าหญ้ามีทั้งเต่าที่มาจากอ่าวไทยแถบสัตหีบและจากทะเลอันดามัน ส่วนใหญ่เป็นเต่าขนาดใหญ่ อายุประมาณ 4 5 ปี ในช่วงเดือนมกราคม มีนาคม อาจมีลุกเต่าที่นำมาอนุบาลก่อนปล่อยลงทะเลให้ชมด้วย,"point_of_interest, establishment",H6JM+CG6 ตำบล ลำแก่น อำเภอ ท้ายเหมือง พังงา 82210,"{'latitude': 8.5810303, 'longitude': 98.23375740000002}",4.6,43.0,ChIJfwLTXKbvUDARZer9osbUHZU,https://maps.google.com/?cid=10744978235579034213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3712,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2)",2,12759.91,tourist_attraction,แหลมเหลว บ้านแหลม เพชรบุรี ประเทศไทย,แหลมเหลวและทับทิมทองขายอาหารทะเลสด,เป็นหมู่บ้านของชาวประมง  มีสะพานไม้ทอดผ่านหมู่บ้านและป่าชายเลนไปยังร้านอาหารริมชายทะเล  บริเวณนี้เป็นที่อยู่อาศัยของลิงฝูงใหญ่ ซึ่งมักออกมาคอยอาหารจากผู้คนอยู่ทั่วไป?,"restaurant, food, point_of_interest, establishment",6XFV+G48 ตำบล บ้านแหลม อำเภอ บ้านแหลม เพชรบุรี 76110,"{'latitude': 13.223799099999999, 'longitude': 99.9928154}",4.0,9.0,ChIJYW-Kwswu_TARANFqp9lX0EE,https://maps.google.com/?cid=4742386999949447424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3717,ไม่ตรง,"distance<10km (+1), name_sim<=0.6 (+0), district_match (+2)",3,7640.38,tourist_attraction,พาราไดซ์ บางขุนเทียน พระสมุทรเจดีย์ สมุทรปราการ ประเทศไทย,พาราไดซ์ รีสอร์ท,ตั้งอยู่ที่ 90/1 ตำบลคลองสวน อำเภอพระสมุทรเจดีย์ บริเวณรอยต่อ 3 จังหวัด คือ กรุงเทพฯ สมุทรปราการและสมุทรสาคร แยกจากถนนพระราม 2 ไปตามถนนเทียนทะเล,"resort_hotel, hotel, lodging, point_of_interest, establishment",JGQG+4JV ตำบล บ้านคลองสวน อำเภอพระสมุทรเจดีย์ สมุทรปราการ 10290,"{'latitude': 13.6378525, 'longitude': 100.5265325}",4.6,15.0,ChIJhVNCjvej4jARbToYNw20Gps,https://maps.google.com/?cid=11176443394125216365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3723,ไม่ตรง,"distance<10km (+1), name_sim>0.85 (+3), district_match (+2)",6,8902.33,tourist_attraction,ช่องอานม้า น้ำยืน อุบลราชธานี ประเทศไทย,ไร่ช่องอานม้า,เป็นจุดผ่อนปรนในการค้าขาย ระหว่างแนวชายแดนไทย กัมพูชา เพื่อซื้อขายแลกเปลี่ยนสินค้า ปัจจุบันมีการเปิดจุดช่องผ่อนปรนในวันอังคาร และวันพฤหัสบดี,"wholesaler, point_of_interest, establishment",FX7V+C43 ตำบล สีวิเชียร อำเภอน้ำยืน อุบลราชธานี 34260,"{'latitude': 14.463513899999999, 'longitude': 104.9927826}",4.7,19.0,ChIJUQEccghVETEReoSmqA3xeDo,https://maps.google.com/?cid=4213382492371453050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3728,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2)",2,18026.53,tourist_attraction,ตำหนักประถม นนทบุรี เมืองนนทบุรี นนทบุรี ประเทศไทย,โรงเรียนวัดตำหนักใต้ (วิลาศโอสถานนท์นุเคราะห์),เป็นตำหนักหนึ่งในวังเพชรบูรณ์ของสมเด็จเจ้าฟ้าจุฑาธุชธราดิลก กรมขุนเพ็ชรบูรณ์อินทราชัย พระราชโอรสองค์ที่ 72,"primary_school, school, point_of_interest, establishment",19 ซอย นนทบุรี 27 ตำบลท่าทราย อำเภอเมืองนนทบุรี นนทบุรี 11000,"{'latitude': 13.886780600000002, 'longitude': 100.4908718}",,,ChIJDwlLG8mE4jARZChERfXZ38Q,https://maps.google.com/?cid=14186296998692661348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3730,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2)",2,11243.57,tourist_attraction,ศูนย์ส่งเสริมกสิกรรมไร้สารพิษอันเนื่องมาจากพระราชดำริ วังน้ำเขียว นครราชสีมา ประเทศไทย,โครงการส่งเสริมกสิกรรมไร้สารพิษ,เกิดขึ้นจากการรวมตัวของเกษตรกรอำเภอวังน้ำเขียวดำเนินกิจกรรมโดยให้คนในท้องถิ่นมีส่วนร่วมให้สามารถพึ่งพาตนเองตามเเยวทางเศรษฐกิจพอเพียงและเป็นศูนย์ศึกษากิจกรรม ดูงานวิถีชีวต เศรษฐกิจพอเพียง ฐานงานต่าง ๆ และมีผักไร้สารพิษ,"point_of_interest, establishment",CRHM+396 ตำบลวังน้ำเขียว อำเภอวังน้ำเขียว นครราชสีมา 30370,"{'latitude': 14.4276529, 'longitude': 101.83337859999999}",4.2,5.0,ChIJS4V7a04SHDERuIIOCmxGEUs,https://maps.google.com/?cid=5409182057287811768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
3731,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,4539.35,tourist_attraction,ป่าพันปี สระมรกต  ไชยปราการ เชียงใหม่ ประเทศไทย,วัดป่าธรรมรักษา,ตั้งอยู่ที่บ้านปางมะขามป้อม หมู่ 14 ต. ศรีดงเย็น อ.ไชยปราการ เป็นป่าดึกดำบรรพ์ ลักษณะเหมือนป่าพรุ อากาศร่มรื่นเย็นสบายตลอดปี ถัดจากป่าดึกดำบรรพ์เข้าไปข้างในจะเป็นสระมรกต เป็นสระน้ำขนาดย่อมที่เกิดจากน้ำซาวรู มีลักษณะเขียวอมฟ้าสวยงามมาก,"place_of_worship, point_of_interest, establishment",J4FH+67M ตำบล ศรีดงเย็น อำเภอ ไชยปราการ เชียงใหม่ 50320,"{'latitude': 19.6230978, 'longitude': 99.1281721}",5.0,3.0,ChIJRVCm73W00DARx7hXjyLnHu4,https://maps.google.com/?cid=17158405765947963591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
